"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An Efficient Blockchain and Deep Learning-Based Framework for Secure Healthcare Data Management and Disease Prediction","S. M. E; S. K; D. K. S; S. A. S. S","Department of computer science Engineering, B.S.A Crescent Institute of Science & Technology, Chennai, India; Department of Commerce, B.S. Abdur Rahman Institute of Science & Technology, Chennai, India; Department of Management Studies, Sri Sairam Engineering College, Chennai, Tamil Nadu, India; Department of computer science Engineering, BS Abdur Rahman Crescent Institute of Science and Technology",2025 International Conference on Computing and Communication Technologies (ICCCT),"10 Jun 2025","2025","","","1","8","Healthcare data security is a pressing concern given the surge in data breaches, with over 750 incidents reported in 2021 alone, exposing more than 193 million personal records. This paper introduces an Efficient Data Security System that leverages smart contracts, WEB 3.0 deep learning algorithms, and blockchain technology to address these challenges. The system provides robust data protection by eliminating the need for encryption keys, utilizing blockchain for tamper-proof storage, and incorporating advanced deep learning algorithms for predictive analytics. The framework of WEB 3.0 integrates blockchain at the backend, ensuring secure and immutable data storage. Smart contracts enable automated and transparent data access without compromising security. Additionally, the system utilizes the InterPlanetary File System (IPFS) for efficient image storage and retrieval, enhancing data accessibility while maintaining cryptographic security. The integration of deep learning algorithms enables predictive analytics for medical conditions such as Alzheimer's disease and tumor detection, further enhancing the system's capabilities in healthcare data management and analysis.","2995-3197","979-8-3315-3757-9","10.1109/ICCCT63501.2025.11020281","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11020281","Healthcare data security;HIPAA Rules;data breaches;WEB 3.0;blockchain;deep learning algorithms;InterPlanetary File System (IPFS);predictive analytics;medical imaging;Alzheimer's disease prediction;tumor detection","Semantic Web;Deep learning;Smart contracts;Prediction algorithms;Blockchains;InterPlanetary File System;Predictive analytics;Alzheimer's disease;Biomedical imaging;Tumors","","","","15","IEEE","10 Jun 2025","16-17 April 2025","16-17 April 2025","IEEE","IEEE Conferences"
"Secure Government Health Data Management Through Blockchain and DBMS Integration","B. Ulum; P. I. Santosa; L. E. Nugroho","Department of Electrical Engineering, Gadjah Mada University, Yogyakarta, Indonesia; Department of Electrical Engineering, Gadjah Mada University, Yogyakarta, Indonesia; Department of Electrical Engineering, Gadjah Mada University, Yogyakarta, Indonesia",2025 Tenth International Conference on Informatics and Computing (ICIC),"30 Dec 2025","2025","","","1","5","Abstrak-Ensuring the security of government-managed health data is a critical challenge, particularly in centralized systems that are prone to internal and external threats, including unauthorized access and data tampering. This paper proposes a cost-effective approach to enhancing health data security by integrating blockchain technology with the existing relational database management system (DBMS) used in the Teman Mas Abdi application at the Kediri Regency Health Office. In the proposed hybrid architecture, public data such as health facility profiles is maintained in the DBMS, while sensitive private data, including electronic medical records, is stored on a blockchain using BigchainDB. This design enables encryption, immutability, and patient-centric control over personal data. System testing demonstrates that the integration preserves existing infrastructure, minimizes financial overhead, and complies with Indonesia's Ministry of Health Regulation No. 24 of 2022 concerning electronic medical records.","","979-8-3315-7583-0","10.1109/ICIC68054.2025.11309445","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11309445","health data;security;blockchain;encryption;database management system (DBMS)","System testing;Government;Medical services;Throughput;Regulation;Blockchains;Encryption;Electronic medical records;Usability;Standards","","","","20","IEEE","30 Dec 2025","9-10 Oct. 2025","9-10 Oct. 2025","IEEE","IEEE Conferences"
"A Blockchain Framework for Secure Healthcare Data Management Using Role-Based Access Control and Smart Contracts","S. Akter; T. F. Sanam","Institute of Appropriate Technology, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh; Institute of Appropriate Technology, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh","2025 International Conference on Electrical, Computer and Communication Engineering (ECCE)","29 May 2025","2025","","","1","6","This paper presents a novel framework for secure and scalable healthcare data management using blockchain technology. The framework uniquely integrates role-based access control (RBAC), smart contracts, and the InterPlanetary File System (IPFS) to address critical challenges in data privacy, scalability, and compliance with regulations such as HIPAA and GDPR. Unlike existing systems, our approach automates access control through smart contracts, ensuring real-time validation of user roles and patient consent. Additionally, IPFS provides scalable storage for large healthcare datasets, maintaining data integrity and accessibility while offloading the blockchain. Simulated results demonstrate the framework’s capability to validate access requests within 350 ms, retrieve data efficiently, and scale to handle increasing user loads This work offers a robust foundation for future deployment in healthcare networks, enabling privacy-compliant and efficient data management.","","979-8-3503-5750-9","10.1109/ECCE64574.2025.11013162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11013162","Blockchain;Role-Based Access Control;Smart Contracts;Privacy;Security;Decentralized Storage","Access control;Privacy;Scalability;Smart contracts;Medical services;Regulation;Real-time systems;Blockchains;InterPlanetary File System;Secure storage","","","","20","IEEE","29 May 2025","13-15 Feb. 2025","13-15 Feb. 2025","IEEE","IEEE Conferences"
"Blockchain based data management technology for future intelligent network architecture","H. Zhang; S. Xu; J. Xin; H. Xu","China Telecom Research Institute, Beijing, China; China Telecom Research Institute, Beijing, China; China Telecom Research Institute, Beijing, China; China Telecom Research Institute, Beijing, China",2023 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),"16 Aug 2023","2023","","","1","6","Artificial Intelligence (AI) and Blockchain (BC) are two of the most popular and disruptive technologies for future wireless communication network. AI can provide management and strategy for distributed nodes of network through its powerful learning and automatic adaptation capabilities, which helps the network realizing intelligent endogenous. Blockchain can provide the strict security requirements of future communication systems, as well as the desired transparency and trustiness for the decentralized network, due to its built-in security features. There are tangible signs that the future research will focus on how to explore and utilize the potentials of AI and blockchain more thoroughly in future network. This paper first introduces the AI-based network intelligent system and blockchain system respectively, and focuses on the analysis of blockchain data management technology for the future network. Finally, it looks forward to the further development of AI and blockchain on 6G networks.","2155-5052","979-8-3503-2152-4","10.1109/BMSB58369.2023.10211131","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10211131","Blockchain;6G;federated learning;trustworthy;data management","6G mobile communication;Training;Intelligent networks;Data privacy;Federated learning;Computational modeling;Data models","","","","16","IEEE","16 Aug 2023","14-16 June 2023","14-16 June 2023","IEEE","IEEE Conferences"
"A Secure and Scalable IoT Data Management System based on Blockchain","A. K. Pandey; S. Maneria","Department of Computer Science, ARKA JAIN University, Mohanpur, India; Department of CSE, PIT, Parul University, Waghodia, Gujarat, India",2022 5th International Conference on Contemporary Computing and Informatics (IC3I),"22 Mar 2023","2022","","","636","640","Today’s market is home to an increasing number of Internet of Things devices. We often talk about gadgets like the Amazon Echo, Chromecast Mini, watches, and others. Since the majority of these systems employ a centralized architectural strategy, a single entity or organization often controls the majority of the online data. Although these firms have rigorous regulations against data abuse and illegal change, the fact that they have the authority to do so must be taken into account. Blockchains are decentralized, so if someone attempts to alter data on one blockchain, other blockchains will stay intact and the hashes of that particular blockchain will no not match, invalid that particular blockchain and protecting users’ data. Running a complete Chain server on all connected systems, especially low power or data storage devices, is challenging due to the extensive resource needs. In just this manuscript, we developed a modular approach blockchain based, as well as a centralized cloud architecture alternative that is a traditional user structure with a fundamental Blockchain at power or ability, as well as a solidity-written smart contract application on the Ethereum platform. By using Blockchain characteristics, we build this framework and show how it avoids data exploitation without requiring all IoT technologies to run a Chain node. From the standpoint of the user, it will show up to be the same as a typical web app, and from the standpoint of the developer, the reference implementation application will have equivalent software design to interactive web apps, enabling for an interesting experience for both centralized and decentralized methods while still upholding the trust of decentralization.","","979-8-3503-9826-7","10.1109/IC3I56241.2022.10073182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10073182","Blockchain;IoT;Data Exchange;Smart Contracts;Central Authority","Software design;Machine learning algorithms;Smart contracts;Memory;Organizations;Machine learning;Regulation","","","","13","IEEE","22 Mar 2023","14-16 Dec. 2022","14-16 Dec. 2022","IEEE","IEEE Conferences"
"Blockchain Solutions for Nursing: A New Paradigm in Healthcare Security and Data Management","R. Kumar; R. Chavan; V. S. Shirsath; S. Sanjay Gharat; K. S. Patil","School of Engineering, Ajeenkya D Y Patil University, Pune; Symbiosis College of Nursing, Symbiosis International (Deemed University), Pune; School of Engineering, Ajeenkya D Y Patil University, Pune; Computer Science and Engineering School of Engineering, Ajeenkya D Y Patil University, Pune; Computer Science and Engineering School of Engineering, Ajeenkya D Y Patil University, Pune",2024 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),"17 Jan 2025","2024","","","1","4","Blockchain technology, originally designed to support cryptocurrency transactions, has emerged as a potential game-changer across various sectors, including healthcare. This review article explores the applications, benefits, and challenges of blockchain technology in the nursing field. The focus is on its role in enhancing data security, improving interoperability, streamlining credentialing, and empowering patient engagement. Through a synthesis of current literature, this review aims to provide a comprehensive understanding of how blockchain can transform nursing practice and address critical challenges in the healthcare system","","979-8-3503-5434-8","10.1109/ICBDS61829.2024.10837162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10837162","blockchain;Nursing;healthcare;data","Industries;Reviews;Data security;Collaboration;Medical services;Transforms;Blockchains;Cryptocurrency;Interoperability","","","","15","IEEE","17 Jan 2025","17-19 Oct. 2024","17-19 Oct. 2024","IEEE","IEEE Conferences"
"Patient Data Management Using Blockchain","R. Goel; S. Srivastava; S. Mishra; M. Singh",Inderprastha Engineering College; Inderprastha Engineering College; JSSTechnical Education College; Inderprastha Engineering College,2024 2nd International Conference on Advancements and Key Challenges in Green Energy and Computing (AKGEC),"11 Feb 2025","2024","","","1","7","In this paper, a healthcare data management system based on blockchain is introduced, aiming to improve patient-centered care and streamline the handling of healthcare data. The system makes use of smart contracts deployed on a blockchain network to securely store and oversee patient information, such as visit details, test results, and other health-related data. When a patient visits the hospital, a new smart contract is generated if one is not already in place, ensuring that each patient has a dedicated and unchangeable record of their medical history. The system’s capability to prevent unauthorized alterations to patient data by medical professionals is one of its main benefits. Staff at the hospital is given permission to use the system, enabling them to input new health information into a patient’s smart contract. Furthermore, patients can access a duplicate of their data, which encourages transparency and empowers them to actively engage in their healthcare journey. The system is equipped with a user-friendly interface that includes features like the ability to see all patients in the hospital and search for specific patients using a search bar, streamlining the management and retrieval of data. The purpose of implementing this system based on blockchain is to tackle issues concerning data security, accessibility, and interoperability within healthcare environments. Through the use of blockchain technology, the system guarantees the integrity, privacy, and protection against unauthorized changes of data, thereby promoting trust among involved parties and leading to enhanced healthcare results.","","979-8-3503-9017-9","10.1109/AKGEC62572.2024.10868516","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10868516","Blockchain;Ethereum;Ganache;Transaction;Truffle","Industries;Hospitals;Data security;Smart contracts;Transforms;Blockchains;Reliability;History;Protection;Interoperability","","","","10","IEEE","11 Feb 2025","21-23 Nov. 2024","21-23 Nov. 2024","IEEE","IEEE Conferences"
"Storage and Querying of Large Provenance Graphs Using NoSQL DSE","A. Kashliev","Department of Computer Science, Eastern Michigan University, Ypsilanti, USA","2020 IEEE 6th Intl Conference on Big Data Security on Cloud (BigDataSecurity), IEEE Intl Conference on High Performance and Smart Computing, (HPSC) and IEEE Intl Conference on Intelligent Data and Security (IDS)","23 Jun 2020","2020","","","260","262","Provenance metadata captures history of derivation of an entity, such as a dataset obtained through numerous data transformations. It is of great importance for science, among other fields, as it enables reproducibility and greater intelligibility of research results. With the avalanche of provenance produced by today’s society, there is a pressing need for storing and low-latency querying of large provenance graphs. To address this need, in this paper we present a scalable approach to storing and querying provenance graphs using a popular NoSQL column family database system called DataStax Enterprise (DSE). Specifically, we i) propose a storage scheme, including two novel indices that enable efficient traversal of provenance graphs along causality lines, ii) present an algorithm for building our proposed indices for a given provenance graph, iii) implement our algorithm and conduct a performance study in which we store and query a provenance graph with over five million vertices using a DSE cluster running in AWS cloud. Our performance study results further validate scalability and performance efficiency of our approach.","","978-1-7281-6873-9","10.1109/BigDataSecurity-HPSC-IDS49724.2020.00054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9123031","big data;provenance;NoSQL;DSE;graph","Conferences;Scalability;Clustering algorithms;Pressing;Metadata;Reproducibility of results;Database systems","","1","","20","IEEE","23 Jun 2020","25-27 May 2020","25-27 May 2020","IEEE","IEEE Conferences"
"Platform for Autonomous Sensor Characterization and Generation of Provenance-Aware Datasets","Y. Gtat; S. Parsnejad; A. J. Mason","Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA",2018 IEEE 61st International Midwest Symposium on Circuits and Systems (MWSCAS),"24 Jan 2019","2018","","","1004","1007","Sensor characterization can be laborious, prone to human error, difficult to repeat precisely, and can produce data that are challenging to interpret. To address these challenges, a new platform for digitally designing measurement recipes, automating data acquisition, and analyzing resulting datasets is presented. This flexible platform is capable of managing a large set of diverse instruments, measurement recipes and characterization datasets. By employing several design abstractions, the platform allows users to design, schedule and execute sensor characterization experiments while archiving results along with their measurement recipes and preserving the provenance of the datasets. The platform eliminates manual errors and human omissions, and permits reliable repeatability. An electrochemical sensor experiment was performed to validate the platform`s capability to design and capture a digital record of the measurement recipe, automate real-time data acquisition, and view/analyze results.","1558-3899","978-1-5386-7392-8","10.1109/MWSCAS.2018.8623989","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8623989","","Tools;Instruments;Databases;Real-time systems;Schedules;Monitoring;Browsers","","1","","10","IEEE","24 Jan 2019","5-8 Aug. 2018","5-8 Aug. 2018","IEEE","IEEE Conferences"
"Ontology-Driven LLM Service Protocol for HPC Platforms: Design for Workflow Interoperability and Provenance-Aware Automation","Y. Kwon; J. Lee; Y. B. Park","Dept. of Supercomputing Acceleration Research, Analysis Platform Team, Korea Institute of Science and Technology Information(KISTI), Daejeon, Republic of Korea; Dept. of Supercomputing Acceleration Research, Analysis Platform Team, Korea Institute of Science and Technology Information(KISTI), Daejeon, Republic of Korea; Dept. Software Engineering, Dankook University, Yongin-si, Republic of Korea",2025 16th International Conference on Information and Communication Technology Convergence (ICTC),"19 Feb 2026","2025","","","656","658","Recently, web-based High-Performance Computing (HPC) platforms have increasingly adopted Large Language Model (LLM) services to provide user-friendly and scalable access to simulation tools. In this study, we propose an ontology-based LLM service architecture that integrates with the Model Contact Protocol (MCP) to enable seamless linkage between user queries, retrieval-augmented generation (RAG), and HPC platform service tools. The ontology framework provide knowledge graph, structural consistency, semantic reasoning, and verification of generated results, thereby enhancing reliability and reusability of LLM outputs.","2162-1241","979-8-3315-5678-5","10.1109/ICTC66702.2025.11388233","National Research Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11388233","HPC;Large Language Model;Model Context Protocol;Ontology","Protocols;Scientific computing;Large language models;Semantics;Retrieval augmented generation;Computer architecture;Ontologies;Market research;Servers;Reliability","","","","12","IEEE","19 Feb 2026","14-17 Oct. 2025","14-17 Oct. 2025","IEEE","IEEE Conferences"
"Toward A Decentralized, Trustworthy and Fair Vehicle Resource Sharing as a Service: Key Technologies and Challenges","Y. Liu; W. Li; W. Shi","Department of Computer Science and Engineering, Santa Clara University, Santa Clara, CA, USA; Department of Computer Science, New York Institute of Technology, New York, NY, USA; Department of Computer Science, Wayne State University, Detroit, MI, USA",2022 Fifth International Conference on Connected and Autonomous Driving (MetroCAD),"5 Aug 2022","2022","","","89","93","The unique capabilities of intelligent vehicle in data sensing, high mobility, computation and communications makes it a promising type of edge devices to collaboratively share data and digital resources, providing new opportunities for creative services and revenues. We envision that vehicle resource sharing can be considered as a service (i.e., vRSaaS). In this article, we present the context, motivation, opportunities, challenges and key enabling technologies around the proposed vRSaaS.","","978-1-6654-7112-1","10.1109/MetroCAD56305.2022.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9844913","Vehicle Resource Sharing as a Service;Connected vehicles;Edge computing;Fair trading;Blockchain;Trust management","Industries;Decision making;Transportation;Communications technology;Sensors;Resource management;Autonomous vehicles","","1","","25","IEEE","5 Aug 2022","28-29 April 2022","28-29 April 2022","IEEE","IEEE Conferences"
"Bio-inspired Decentralized Rogue Node Detection in Fair Dynamic Spectrum Access Networks","T. Duong; A. Wisniewska; N. Ghose","Department of Computer Science, Washington State University Vancouver, Vancouver, WA; Department of Computer Science, Washington State University Vancouver, Vancouver, WA; School of Computing, University of Nebraska-Lincoln, Lincoln, NE",2022 14th International Conference on Computational Intelligence and Communication Networks (CICN),"13 Jan 2023","2022","","","743","747","The rapid growth of wireless devices as societies adapt to the Internet of Everything (IoE) has led to saturation of spectrum resources. Dynamic spectrum access has been considered a promising solution to alleviate congested channels by allowing unlicensed users to access licensed channels when the licensed users are idle. Various coexistence challenges arise as unlicensed users compete over a limited amount of channel resources. In this article, we build on a previously defined bio-social inspired dynamic spectrum access coexistence scheme where unlicensed users achieve fair sharing of resources by choosing to defer to nodes with more urgent transmission needs. To prevent selfish nodes from taking advantage of the deference mechanism, we propose a decentralized rogue node detection behavioral model. While foraging for resources, each node performs rogue node detection using hardware fingerprinting. We show that we can achieve 99% rogue node detection accuracy with fast detection convergence time and low communication/coordination overhead.","2472-7555","978-1-6654-8771-9","10.1109/CICN56167.2022.10008247","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10008247","Bio social inspired networking;dynamic spectrum access;Internet of Things;cognitive radio networks;contention-sensing;distributed;security","Wireless communication;Protocols;Sociology;Dynamic spectrum access;Fingerprint recognition;Hardware;Internet of Things","","1","","15","IEEE","13 Jan 2023","4-6 Dec. 2022","4-6 Dec. 2022","IEEE","IEEE Conferences"
"Decentralized IoT Data Management Using BlockChain and Trusted Execution Environment","G. Ayoade; V. Karande; L. Khan; K. Hamlen","Department of Computer Science, University of Texas at Dallas, Richardson, Texas; Department of Computer Science, University of Texas at Dallas, Richardson, Texas; Department of Computer Science, University of Texas at Dallas, Richardson, Texas; Department of Computer Science, University of Texas at Dallas, Richardson, Texas",2018 IEEE International Conference on Information Reuse and Integration (IRI),"6 Aug 2018","2018","","","15","22","Due to the centralization of authority in the management of data generated by IoT devices, there is a lack of transparency in how user data is being shared among third party entities. With the popularity of adoption of blockchain technology, which provide decentralized management of assets such as currency as seen in Bitcoin, we propose a decentralized system of data management for IoT devices where all data access permission is en-forced using smart contracts and the audit trail of data access is stored in the blockchain. With smart contracts applications, multiple parties can specify rules to govern their interactions which is independently enforced in the blockchain without the need for a centralized system. We provide a framework that store the hash of the data in the blockchain and store the raw data in a secure storage platform using trusted execution environment (TEE). In particular, we consider Intel SGX as a part of TEE that ensure data security and privacy for sensitive part of the application (code and data).","","978-1-5386-2659-7","10.1109/IRI.2018.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424682","IoT;Blockchain;SGX;Privacy","Contracts;Computer architecture;Data privacy;Cryptography;Monitoring;Memory","","138","","24","IEEE","6 Aug 2018","6-9 July 2018","6-9 July 2018","IEEE","IEEE Conferences"
"HealChain: A Decentralized Data Management System for Mobile Healthcare Using Consortium Blockchain","W. Ni; X. Huang; J. Zhang; R. Yu","Guangdong University of Technology, China; Guangdong University of Technology, China; Guangdong University of Technology, China; Guangdong University of Technology, China",2019 Chinese Control Conference (CCC),"17 Oct 2019","2019","","","6333","6338","Nowadays, massive healthcare data is collected for analysis and diagnosis from various applications and devices in mobile healthcare. To manage these data, existing work proposed centralized data management while this causes unexpected security threats, such as single point of failure and typical DDoS attack. For secure data management, we leverage blockchain technology and present a decentralized data management system based on consortium blockchain, called by HealChain. Specifically, network-wide healthcare data is processed by consortium blockchain nodes (CBNs) from collection, verification and recording in a strictly distributed manner. To realize HealChain, a hierarchical architecture with three layers is elaborately designed to facilitate network functionalities. After that, an operation procedure is put forward for ensuring considerate interactions between users and CBNs. Moreover, we formulate an optimization problem for a CBN to maximize the economic benefit in the mining procedure by optimizing the computing power. Genetic algorithm is utilized to solve the problem. Security analysis and numerical results demonstrate that HealChain is effective and efficient to achieve secure data management for mobile healthcare.","1934-1768","978-9-8815-6397-2","10.23919/ChiCC.2019.8865388","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8865388","Mobile Healthcare;Decentralized Data Management;Consortium Blockchain","Medical services;Blockchain;Cryptography;Distributed databases;Authentication;Computer architecture","","24","","20","","17 Oct 2019","27-30 July 2019","27-30 July 2019","IEEE","IEEE Conferences"
"DIDChain: Advancing Supply Chain Data Management with Decentralized Identifiers and Blockchain","P. Herbke; S. Lamichhane; K. Barman; S. R. Pandey; A. Kupper; A. Abraham; M. Sabadello","Service-centric Networking, Technische Universitat Berlin, Berlin, Germany; Service-centric Networking, Technische Universitat Berlin, Berlin, Germany; Service-centric Networking, Technische Universitat Berlin, Berlin, Germany; Service-centric Networking, Technische Universitat Berlin, Berlin, Germany; Service-centric Networking, Technische Universitat Berlin, Berlin, Germany; ValidatedID S.L, Barcelona, Spain; Danube Tech GmbH, Vienna, Austria",2024 IEEE International Conference on Service-Oriented System Engineering (SOSE),"26 Sep 2024","2024","","","54","63","Supply chain data management faces challenges in traceability, transparency, and trust. These issues stem from data silos and communication barriers. This research introduces DID-Chain, a framework leveraging blockchain technology, Decentralized Identifiers, and the InterPlanetary File System. DIDChain improves supply chain data management. To address privacy concerns, DIDChain employs a hybrid blockchain architecture that combines public blockchain transparency with the control of private systems. Our hybrid approach preserves the authenticity and reliability of supply chain events. It also respects the data privacy requirements of the participants in the supply chain. Central to DIDChain is the cheqd infrastructure. The cheqd infrastructure enables digital tracing of asset events, such as an asset moving from the milk-producing dairy farm to the cheese manufacturer. In this research, assets are raw materials and products. The cheqd infrastructure ensures the traceability and reliability of assets in the management of supply chain data. Our contribution to blockchain-enabled supply chain systems demonstrates the robustness of DIDChain. Integrating blockchain technology through DIDChain offers a solution to data silos and communication barriers. With DIDChain, we propose a framework to transform the supply chain infrastructure across industries.","2642-6587","979-8-3315-3958-0","10.1109/SOSE62363.2024.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10685340","Blockchain technology;Decentralized Identifiers;InterPlanetary File System;Supply Chain Data Management;Digital Identity;Verifiable Credentials;Data Traceability;Identity Management","Industries;Privacy;Service-oriented systems engineering;Supply chains;Transforms;Robustness;Raw materials","","10","","55","IEEE","26 Sep 2024","15-18 July 2024","15-18 July 2024","IEEE","IEEE Conferences"
"DARB: Decentralized, Accountable and Redactable Blockchain for Data Management","L. Huang; C. Ge; X. Mao; S. Yu","School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; School of Software, University of Technology Sydney, Sydney, NSW, Australia",IEEE Transactions on Network and Service Management,"22 Apr 2025","2025","22","2","1608","1617","Blockchain technology, known for its immutable distributed ledger, which greatly improves the credibility of data management in various applications. However, the immutability may result in erroneous data being permanently stored in the blockchain, affecting the security of the blockchain system. To address this issue, redactable blockchain is proposed to allow flexibly modifications of erroneous data in blockchain. Despite their promise, current redactable blockchain solutions often fall short in balancing two critical aspects: decentralization and data accountability. In this paper, we propose a Decentralized, Accountable and Redactable Blockchain solution (DARB). Our solution aims to mitigate the risks associated with central authority while ensuring secure accountability in data modification processes. Decentralization is achieved by using authorized authorities instead of the central authority, utilizing decentralized ciphertext policy attribute-based encryption. Additionally, it incorporates traceable ring signatures, which enable the authorized authorities to collaborate effectively in holding edited data accountable and tracing the identity of malicious modifiers. The security analysis and experimental results demonstrate that the DARB scheme successfully facilitates secure data rewriting and ensures accountability, all while maintaining an acceptable level of additional time overhead.","1932-4537","","10.1109/TNSM.2024.3507912","National Natural Science Foundation of China(grant numbers:62102168); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10770266","Redactable blockchain;chameleon hash;decentralization;accountability","Distributed ledger;Handover;Blockchains;Encryption;Security","","5","","24","IEEE","27 Nov 2024","April 2025","","IEEE","IEEE Journals"
"A Novel Blockchain Based Decentralized Data Management Model for Swarm UAV Systems","G. Açıkgöz; F. Y. Okay; S. Özdemir","Department of Computer Engineering, Hacettepe University, Ankara, Turkey; Department of Computer Engineering, Gazi University, Ankara, Turkey; Department of Computer Engineering, Hacettepe University, Ankara, Turkey","2023 International Conference on Smart Applications, Communications and Networking (SmartNets)","22 Aug 2023","2023","","","1","6","Blockchain technology offers a promising solution for decentralized data sharing and communication among IoT devices. The decentralization aspect of blockchain technology has made it a popular topic for integration with IoT systems, including UAVs. Therefore, the use of blockchain technology in UAV systems has led to the growing interest of researchers, particularly in swarm UAV systems, where decentralization is crucial for ensuring safety and continuity. This study proposes a new data management model that integrates blockchain technology into UAV systems, with a particular focus on swarm UAV systems. By leveraging the decentralized structure of blockchain, the proposed system offers robustness against tampering and irreversibility, ensuring secure data transfer between UAVs and decentralized processing. Especially for mission plan and command upload operations, blockchain enables the distribution of critical information to all UAVs in the system. A use case scenario is also presented to demonstrate the effectiveness of the proposed model in controlling and managing real-world problems.","","979-8-3503-0252-3","10.1109/SmartNets58706.2023.10215853","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215853","Blockchain;UAV;IoT;Swarm;Data Management","Autonomous aerial vehicles;Data transfer;Data models;Robustness;Blockchains;Safety;Internet of Things","","4","","9","IEEE","22 Aug 2023","25-27 July 2023","25-27 July 2023","IEEE","IEEE Conferences"
"Decentralized Intelligence for Smart Cities: Integrating Federated Learning, Blockchain, and Foundation Models for Privacy-Preserving Urban Data Management","S. Hardia",NA,2025 IEEE 16th International Symposium on Autonomous Decentralized Systems (ISADS),"20 Aug 2025","2025","","","87","93","The growing complexity of urban data management in smart cities necessitates innovative solutions that balance predictive accuracy, scalability, and privacy. This paper proposes a novel framework that integrates Federated Learning (FL), Blockchain, and Foundation Models (FMs) to address these challenges. By leveraging FL, data is processed locally on edge devices, ensuring that sensitive information remains private and secure, while the predictive power of FMs enhances real-time decision-making across urban systems. Blockchain technology ensures transparency and trust, providing an immutable ledger for secure governance and operations. The proposed system enables seamless collaboration across diverse data sources while preserving privacy and fostering a decentralized, resilient infrastructure. A practical use case in inventory management and sales forecasting for businesses within a smart city is presented, showcasing how this framework can enhance operational efficiency, reduce costs, and maintain high standards of data protection. This integrated approach sets a new standard for secure, adaptive, and efficient smart city management.","2640-7485","979-8-3315-8919-6","10.1109/ISADS66912.2025.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11123953","federated learning;blockchain;foundation models;universal ai models;data management;decentralized collaborative optimization;cryptographic ledger frameworks","Frequency modulation;Smart cities;Foundation models;Federated learning;Soft sensors;Scalability;Inventory management;Real-time systems;Blockchains;Standards","","1","","39","IEEE","20 Aug 2025","21-24 July 2025","21-24 July 2025","IEEE","IEEE Conferences"
